ADAR	0.00011253719268491037
AIM2	0.0
AKIRIN2	0.0013389271430886084
ALCAM	3.835720792104541e-05
ALPK1	0.0002782140921890999
ANXA1	0.0
APOBEC3A	0.00010225313796387986
APOBEC3B	0.0012283071562224721
APOBEC3C	0.0
APOBEC3F	0.00010876569395806998
APOBEC3G	0.00043035913277015577
APOBEC3H	0.00034091326208896916
ARG1	4.897614184938684e-05
ARG2	0.0002356721300678027
ARHGEF2	4.078635767436575e-05
ATG5	0.0002551654096390535
AXL	1.3196357716749394e-05
B2M	0.0013150076811516793
BAG6	0.0007644777183381879
BCL10	0.0002699108628822167
BCL6	0.00013530023335605118
BPIFB1	0.0
BST2	0.0002513843128776233
BTK	0.0
BTLA	0.000133273182549878
BTN3A1	8.184806411762964e-05
BTN3A2	0.0
BTN3A3	2.0984553563987967e-05
C1QA	0.0
C1QB	0.0
C1QBP	0.0003255671336366158
C1QC	0.0
C1R	0.0003624466799094756
C1S	0.0004004101131619192
C2	0.00012122288732405379
C3	0.0
C4A	0.0
C4B	0.0
C4BPA	0.0
C4BPB	0.0
C5	7.126892206032166e-05
C6	0.0
C7	0.0
C8A	0.0
C8B	0.0
C8G	0.0
C9	0.00021550019979406718
CADM1	8.683051192745566e-05
CARD9	0.0
CASP4	0.00019358287269075847
CD14	0.0
CD160	0.0
CD177	0.0
CD180	0.0
CD19	0.0
CD1A	0.0
CD1B	0.0
CD1C	0.0
CD1D	0.0
CD1E	0.0
CD209	0.0
CD244	0.0
CD247	3.146685155870442e-05
CD274	7.457038092402893e-05
CD300A	4.129631840384749e-05
CD300C	0.00019993562975379364
CD300E	0.0
CD300LB	0.0
CD300LD	0.0
CD300LF	0.0
CD3D	0.00019250225979084709
CD3E	0.0012131768230282875
CD3G	0.0
CD4	0.00044809266617591237
CD40	0.0006027451073705074
CD46	0.0001070325547245036
CD55	0.0003691920369890614
CD6	0.000295525459233911
CD7	0.0
CD74	0.0
CD79A	3.324257152113962e-05
CD79B	2.4370099049927283e-05
CD81	0.00011338998309775759
CD84	0.00010510384299358631
CD86	0.0
CD8A	0.0
CD8B2	4.3391051852776316e-05
CFB	0.0
CFD	3.209590305778343e-05
CFH	0.0003692433719921896
CFI	0.0
CFP	1.7000262755170296e-05
CGAS	2.9820458510253757e-05
CHIA	0.0
CLEC10A	0.0
CLEC4A	9.039471623879069e-05
CLEC4C	0.0
CLEC4D	0.000504204442132193
CLEC4E	0.0
CLEC4M	0.0
CLEC5A	0.0
CLEC6A	8.340066939585912e-05
CLEC7A	3.1147892600029444e-05
CLU	0.00016136006743374992
CNPY3	0.0005998680806613954
COLEC11	0.0
CR1	7.531721463741771e-05
CR2	1.7386233757803772e-05
CRACR2A	0.0003097821311854449
CRCP	9.129251481437984e-05
CRTAM	0.00011242061922387856
CSF1	0.00023875476330688234
CSF1R	9.382850739231276e-05
CSK	0.00017258895307949325
CTLA4	0.0
CYLD	0.0
DAB2IP	0.0
DBNL	0.00071282428013111
DCLRE1C	3.6562693845832345e-05
DDX1	0.0001410115659658184
DDX17	0.0002533165922883537
DDX21	0.0
DDX3X	0.00013687840433937231
DDX58	0.0003991245720062364
DDX60	7.450732177287233e-05
DHX36	3.467467646058438e-05
DHX58	2.7257541836228822e-05
DHX9	0.00019297595131709784
DTX3L	2.580750402610808e-05
ECSIT	0.001503657848562967
EIF2AK2	0.0003136062712480554
EIF2AK4	7.338717969944764e-05
EOMES	2.9541113127089765e-05
ERAP1	0.00018172766270983508
ERAP2	0.0004467966240291241
ETS1	0.0
EXO1	0.0008863720023515605
FADD	0.0
FCER1G	0.00010521352075060293
FCGR1A	0.0
FCGR1B	2.768842939023253e-05
FCGR2A	2.6467993657968856e-05
FCMR	0.0005872880297694186
FCN1	1.0568530630597756e-05
FCN3	0.0
FCRL4	0.0
FFAR2	0.0
FFAR3	0.0
FGB	0.0
FGL1	0.0
FGR	0.0014282816136563334
FYN	0.0
G3BP1	0.00011247473358847281
G3BP2	0.00022350738497620409
GATA3	0.00011144894309342068
GBP1	3.0130774686937576e-05
GBP3	0.0004470337761034951
GBP5	0.00011689746439023216
GPER1	0.0
GSDMD	0.00011191778897579628
GZMM	0.00018426961035222604
HAVCR2	3.0402202886063267e-05
HCK	0.0001557938135511752
HERC5	0.00025055669000387313
